2025-12-13 18:43:45,999 - __main__ - INFO - Starting Mini SIEM...
2025-12-13 18:43:46,000 - __main__ - INFO - Mini SIEM started successfully
2025-12-13 18:47:37,873 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.92.229 [ID: 3137, Severity: MEDIUM]
2025-12-13 18:47:37,882 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.73.99 [ID: 3138, Severity: LOW]
2025-12-13 18:47:42,901 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.161.200 [ID: 3139, Severity: HIGH]
2025-12-13 18:47:42,919 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.74.184 [ID: 3140, Severity: MEDIUM]
2025-12-13 18:47:47,941 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.74.240 [ID: 3141, Severity: HIGH]
2025-12-13 18:47:47,958 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.248.170 [ID: 3142, Severity: LOW]
2025-12-13 18:47:52,978 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.205.253 [ID: 3143, Severity: LOW]
2025-12-13 18:47:52,996 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.218.149 [ID: 3144, Severity: LOW]
2025-12-13 18:47:58,055 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.255.198 [ID: 3145, Severity: LOW]
2025-12-13 18:47:58,062 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.225.138 [ID: 3146, Severity: HIGH]
2025-12-13 18:48:03,096 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.145.61 [ID: 3147, Severity: LOW]
2025-12-13 18:48:03,109 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.174.34 [ID: 3148, Severity: HIGH]
2025-12-13 18:48:08,142 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.165.87 [ID: 3149, Severity: HIGH]
2025-12-13 18:48:08,161 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.175.239 [ID: 3150, Severity: MEDIUM]
2025-12-13 18:48:13,180 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.5.1 [ID: 3151, Severity: MEDIUM]
2025-12-13 18:48:13,189 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.190.213 [ID: 3152, Severity: MEDIUM]
2025-12-13 18:48:18,199 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.152.21 [ID: 3153, Severity: LOW]
2025-12-13 18:48:18,208 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.127.74 [ID: 3154, Severity: HIGH]
2025-12-13 18:48:23,215 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.55.48 [ID: 3155, Severity: HIGH]
2025-12-13 18:48:23,221 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.247.216 [ID: 3156, Severity: LOW]
2025-12-13 18:48:28,240 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.0.163 [ID: 3157, Severity: LOW]
2025-12-13 18:48:28,257 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.89.146 [ID: 3158, Severity: HIGH]
2025-12-13 18:48:33,265 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.193.120 [ID: 3159, Severity: MEDIUM]
2025-12-13 18:48:33,270 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.65.108 [ID: 3160, Severity: LOW]
2025-12-13 18:48:38,278 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.190.208 [ID: 3161, Severity: LOW]
2025-12-13 18:48:38,284 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.196.210 [ID: 3162, Severity: MEDIUM]
2025-12-13 18:48:43,302 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.15.77 [ID: 3163, Severity: HIGH]
2025-12-13 18:48:43,318 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.132.206 [ID: 3164, Severity: MEDIUM]
2025-12-13 18:48:48,335 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.13.185 [ID: 3165, Severity: LOW]
2025-12-13 18:48:48,364 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.85.185 [ID: 3166, Severity: HIGH]
2025-12-13 18:48:53,381 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.83.245 [ID: 3167, Severity: MEDIUM]
2025-12-13 18:48:53,398 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.23.53 [ID: 3168, Severity: HIGH]
2025-12-13 18:48:58,418 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.193.165 [ID: 3169, Severity: HIGH]
2025-12-13 18:48:58,437 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.70.36 [ID: 3170, Severity: LOW]
2025-12-13 18:49:03,447 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.61.211 [ID: 3171, Severity: LOW]
2025-12-13 18:49:03,459 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.32.244 [ID: 3172, Severity: LOW]
2025-12-13 18:49:08,489 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.225.45 [ID: 3173, Severity: MEDIUM]
2025-12-13 18:49:08,505 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.7.244 [ID: 3174, Severity: MEDIUM]
2025-12-13 18:49:13,524 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.39.186 [ID: 3175, Severity: MEDIUM]
2025-12-13 18:49:13,543 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.62.167 [ID: 3176, Severity: MEDIUM]
2025-12-13 18:49:18,623 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.251.92 [ID: 3177, Severity: HIGH]
2025-12-13 18:49:18,646 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.110.207 [ID: 3178, Severity: MEDIUM]
2025-12-13 18:49:23,665 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.49.26 [ID: 3179, Severity: HIGH]
2025-12-13 18:49:23,676 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.101.44 [ID: 3180, Severity: LOW]
2025-12-13 18:49:28,697 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.201.27 [ID: 3181, Severity: MEDIUM]
2025-12-13 18:49:28,715 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.29.168 [ID: 3182, Severity: MEDIUM]
2025-12-13 18:49:33,732 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.48.136 [ID: 3183, Severity: HIGH]
2025-12-13 18:49:33,749 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.164.203 [ID: 3184, Severity: MEDIUM]
2025-12-13 18:49:38,770 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.251.153 [ID: 3185, Severity: LOW]
2025-12-13 18:49:38,782 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.197.152 [ID: 3186, Severity: MEDIUM]
2025-12-13 18:49:43,802 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.9.105 [ID: 3187, Severity: HIGH]
2025-12-13 18:49:43,818 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.195.245 [ID: 3188, Severity: HIGH]
2025-12-13 18:49:48,836 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.57.97 [ID: 3189, Severity: LOW]
2025-12-13 18:49:48,852 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.234.47 [ID: 3190, Severity: HIGH]
2025-12-13 18:49:53,860 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.139.152 [ID: 3191, Severity: MEDIUM]
2025-12-13 18:49:53,865 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.195.232 [ID: 3192, Severity: HIGH]
2025-12-13 18:49:58,885 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.59.152 [ID: 3193, Severity: MEDIUM]
2025-12-13 18:49:58,898 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.107.227 [ID: 3194, Severity: HIGH]
2025-12-13 18:50:03,905 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.236.63 [ID: 3195, Severity: LOW]
2025-12-13 18:50:03,911 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.215.216 [ID: 3196, Severity: MEDIUM]
2025-12-13 18:50:08,919 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.16.34 [ID: 3197, Severity: LOW]
2025-12-13 18:50:08,925 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.50.109 [ID: 3198, Severity: HIGH]
2025-12-13 18:50:13,940 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.218.245 [ID: 3199, Severity: MEDIUM]
2025-12-13 18:50:13,956 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.160.158 [ID: 3200, Severity: MEDIUM]
2025-12-13 18:50:18,976 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.66.119 [ID: 3201, Severity: MEDIUM]
2025-12-13 18:50:18,993 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.49.72 [ID: 3202, Severity: MEDIUM]
2025-12-13 18:50:24,011 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.174.133 [ID: 3203, Severity: LOW]
2025-12-13 18:50:24,029 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.213.90 [ID: 3204, Severity: LOW]
2025-12-13 18:50:29,039 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.104.143 [ID: 3205, Severity: LOW]
2025-12-13 18:50:29,049 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.191.201 [ID: 3206, Severity: MEDIUM]
2025-12-13 18:50:33,495 - __main__ - INFO - Starting Mini SIEM...
2025-12-13 18:50:33,497 - __main__ - INFO - Mini SIEM started successfully
2025-12-13 18:50:33,501 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.127.134 [ID: 3207, Severity: MEDIUM]
2025-12-13 18:50:33,505 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.114.82 [ID: 3208, Severity: HIGH]
2025-12-13 18:50:34,062 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.39.139 [ID: 3209, Severity: LOW]
2025-12-13 18:50:34,069 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.139.117 [ID: 3210, Severity: LOW]
2025-12-13 18:50:38,514 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.204.117 [ID: 3211, Severity: MEDIUM]
2025-12-13 18:50:38,522 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.192.53 [ID: 3212, Severity: MEDIUM]
2025-12-13 18:50:39,078 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.44.213 [ID: 3213, Severity: MEDIUM]
2025-12-13 18:50:39,087 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.180.66 [ID: 3214, Severity: HIGH]
2025-12-13 18:50:43,530 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.40.82 [ID: 3215, Severity: MEDIUM]
2025-12-13 18:50:43,540 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.206.73 [ID: 3216, Severity: HIGH]
2025-12-13 18:50:44,106 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.71.162 [ID: 3217, Severity: LOW]
2025-12-13 18:50:44,125 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.86.83 [ID: 3218, Severity: HIGH]
2025-12-13 18:50:48,559 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.61.109 [ID: 3219, Severity: LOW]
2025-12-13 18:50:48,574 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.110.160 [ID: 3220, Severity: LOW]
2025-12-13 18:50:49,155 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.161.171 [ID: 3221, Severity: MEDIUM]
2025-12-13 18:50:49,173 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.43.199 [ID: 3222, Severity: LOW]
2025-12-13 18:50:53,582 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.79.125 [ID: 3223, Severity: MEDIUM]
2025-12-13 18:50:53,593 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.52.248 [ID: 3224, Severity: HIGH]
2025-12-13 18:50:54,190 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.66.227 [ID: 3225, Severity: HIGH]
2025-12-13 18:50:54,209 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.87.87 [ID: 3226, Severity: LOW]
2025-12-13 18:50:58,599 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.222.218 [ID: 3227, Severity: HIGH]
2025-12-13 18:50:58,604 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.101.178 [ID: 3228, Severity: HIGH]
2025-12-13 18:50:59,227 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.8.190 [ID: 3229, Severity: HIGH]
2025-12-13 18:50:59,245 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.251.253 [ID: 3230, Severity: MEDIUM]
2025-12-13 18:51:03,624 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.197.64 [ID: 3231, Severity: HIGH]
2025-12-13 18:51:03,637 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.159.37 [ID: 3232, Severity: HIGH]
2025-12-13 18:51:04,253 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.34.106 [ID: 3233, Severity: HIGH]
2025-12-13 18:51:04,260 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.7.97 [ID: 3234, Severity: HIGH]
2025-12-13 18:51:08,646 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.110.101 [ID: 3235, Severity: MEDIUM]
2025-12-13 18:51:08,662 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.144.127 [ID: 3236, Severity: MEDIUM]
2025-12-13 18:51:09,281 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.21.142 [ID: 3237, Severity: HIGH]
2025-12-13 18:51:09,299 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.160.30 [ID: 3238, Severity: MEDIUM]
2025-12-13 18:51:13,681 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.201.24 [ID: 3239, Severity: HIGH]
2025-12-13 18:51:13,698 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.36.254 [ID: 3240, Severity: HIGH]
2025-12-13 18:51:14,364 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.60.49 [ID: 3241, Severity: MEDIUM]
2025-12-13 18:51:14,403 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.12.87 [ID: 3242, Severity: MEDIUM]
2025-12-13 18:51:18,713 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.254.200 [ID: 3243, Severity: MEDIUM]
2025-12-13 18:51:18,729 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.27.236 [ID: 3244, Severity: LOW]
2025-12-13 18:51:19,423 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.41.115 [ID: 3245, Severity: MEDIUM]
2025-12-13 18:51:19,443 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.168.211 [ID: 3246, Severity: HIGH]
2025-12-13 18:51:23,750 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.69.48 [ID: 3247, Severity: MEDIUM]
2025-12-13 18:51:23,769 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.159.145 [ID: 3248, Severity: MEDIUM]
2025-12-13 18:51:24,449 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.145.95 [ID: 3249, Severity: LOW]
2025-12-13 18:51:24,455 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.227.250 [ID: 3250, Severity: HIGH]
2025-12-13 18:51:28,776 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.33.123 [ID: 3251, Severity: LOW]
2025-12-13 18:51:28,781 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.147.24 [ID: 3252, Severity: LOW]
2025-12-13 18:51:29,463 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.25.249 [ID: 3253, Severity: LOW]
2025-12-13 18:51:29,474 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.223.142 [ID: 3254, Severity: LOW]
2025-12-13 18:51:33,799 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.122.242 [ID: 3255, Severity: HIGH]
2025-12-13 18:51:33,816 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.221.157 [ID: 3256, Severity: HIGH]
2025-12-13 18:51:34,480 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.226.56 [ID: 3257, Severity: MEDIUM]
2025-12-13 18:51:34,487 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.2.8 [ID: 3258, Severity: LOW]
2025-12-13 18:51:38,835 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.123.209 [ID: 3259, Severity: LOW]
2025-12-13 18:51:38,853 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.73.69 [ID: 3260, Severity: LOW]
2025-12-13 18:51:39,507 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.23.118 [ID: 3261, Severity: MEDIUM]
2025-12-13 18:51:39,520 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.38.223 [ID: 3262, Severity: HIGH]
2025-12-13 18:51:43,869 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.124.4 [ID: 3263, Severity: MEDIUM]
2025-12-13 18:51:43,899 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.52.181 [ID: 3264, Severity: HIGH]
2025-12-13 18:51:44,535 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.155.200 [ID: 3265, Severity: MEDIUM]
2025-12-13 18:51:44,550 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.22.176 [ID: 3266, Severity: LOW]
2025-12-13 18:51:48,909 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.187.74 [ID: 3267, Severity: LOW]
2025-12-13 18:51:48,919 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.58.253 [ID: 3268, Severity: MEDIUM]
2025-12-13 18:51:49,569 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.10.56 [ID: 3269, Severity: LOW]
2025-12-13 18:51:49,585 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.146.235 [ID: 3270, Severity: LOW]
2025-12-13 18:51:53,937 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.45.219 [ID: 3271, Severity: HIGH]
2025-12-13 18:51:53,954 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.181.117 [ID: 3272, Severity: HIGH]
2025-12-13 18:51:54,602 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.57.76 [ID: 3273, Severity: LOW]
2025-12-13 18:51:54,619 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.114.233 [ID: 3274, Severity: MEDIUM]
2025-12-13 18:51:58,976 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.134.92 [ID: 3275, Severity: MEDIUM]
2025-12-13 18:51:58,991 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.172.250 [ID: 3276, Severity: LOW]
2025-12-13 18:51:59,631 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.21.135 [ID: 3277, Severity: MEDIUM]
2025-12-13 18:51:59,642 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.152.79 [ID: 3278, Severity: MEDIUM]
2025-12-13 18:52:04,029 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.209.70 [ID: 3279, Severity: MEDIUM]
2025-12-13 18:52:04,045 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.124.30 [ID: 3280, Severity: HIGH]
2025-12-13 18:52:04,655 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.231.110 [ID: 3281, Severity: HIGH]
2025-12-13 18:52:04,666 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.118.102 [ID: 3282, Severity: LOW]
2025-12-13 18:52:09,077 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.9.166 [ID: 3283, Severity: MEDIUM]
2025-12-13 18:52:09,094 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.76.170 [ID: 3284, Severity: LOW]
2025-12-13 18:52:09,684 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.171.156 [ID: 3285, Severity: MEDIUM]
2025-12-13 18:52:09,699 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.112.77 [ID: 3286, Severity: MEDIUM]
2025-12-13 18:52:14,111 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.196.179 [ID: 3287, Severity: HIGH]
2025-12-13 18:52:14,138 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.176.181 [ID: 3288, Severity: HIGH]
